strategy,optimizer,asset,asset_class,frequency,iteration,candidate_id,params_json,train_net_sharpe,train_gross_sharpe,train_sharpe,train_net_return,train_return,train_volatility,train_max_drawdown,train_trade_count,train_total_cost,train_turnover,cost_bps,valid
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,3,29,"{""entry_interval"": 58, ""exit_interval"": 13, ""lookback"": 12, ""vol_target"": 0.027026}",-1.653049,0.617131,-1.653049,-98.874754,-98.874754,318.211036,-99.805759,1519,71552.939168,0.013151,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,3,30,"{""entry_interval"": 60, ""exit_interval"": 19, ""lookback"": 21, ""vol_target"": 0.029889}",-2.566591,-0.118571,-2.566591,-99.322383,-99.322383,293.265869,-99.785605,1445,42305.160167,0.007775,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,3,31,"{""entry_interval"": 60, ""exit_interval"": 11, ""lookback"": 16, ""vol_target"": 0.016474}",-2.098342,0.123876,-2.098342,-95.5787,-95.5787,220.629944,-98.770191,1498,58532.191213,0.010758,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,3,32,"{""entry_interval"": 59, ""exit_interval"": 13, ""lookback"": 22, ""vol_target"": 0.030002}",-2.509097,-0.047455,-2.509097,-99.27735,-99.27735,294.722901,-99.790746,1442,43249.960005,0.007949,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,4,33,"{""entry_interval"": 39, ""exit_interval"": 14, ""lookback"": 8, ""vol_target"": 0.037739}",-2.043416,0.511782,-2.043416,-99.579366,-99.579366,330.151714,-99.948667,1562,66597.407223,0.01224,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,4,34,"{""entry_interval"": 32, ""exit_interval"": 11, ""lookback"": 8, ""vol_target"": 0.030678}",-2.043415,0.510865,-2.043415,-99.574932,-99.574932,329.689783,-99.948021,1562,66606.261833,0.012242,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,4,35,"{""entry_interval"": 43, ""exit_interval"": 19, ""lookback"": 5, ""vol_target"": 0.035615}",-2.57449,0.093659,-2.57449,-99.799918,-99.799918,313.520099,-99.938622,1649,50828.766536,0.009342,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,4,36,"{""entry_interval"": 47, ""exit_interval"": 14, ""lookback"": 5, ""vol_target"": 0.033187}",-2.57449,0.093659,-2.57449,-99.799918,-99.799918,313.520099,-99.938622,1649,50828.766536,0.009342,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,4,37,"{""entry_interval"": 45, ""exit_interval"": 18, ""lookback"": 5, ""vol_target"": 0.026361}",-2.63843,-0.073951,-2.63843,-99.887404,-99.887404,277.330056,-99.954048,2093,47212.617684,0.008677,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,4,38,"{""entry_interval"": 52, ""exit_interval"": 21, ""lookback"": 5, ""vol_target"": 0.033422}",-2.57449,0.093659,-2.57449,-99.799918,-99.799918,313.520099,-99.938622,1649,50828.766536,0.009342,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,4,39,"{""entry_interval"": 41, ""exit_interval"": 13, ""lookback"": 9, ""vol_target"": 0.028485}",-1.846624,0.591987,-1.846624,-99.040129,-99.040129,308.350939,-99.865854,1545,73253.837171,0.013464,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,4,40,"{""entry_interval"": 37, ""exit_interval"": 17, ""lookback"": 7, ""vol_target"": 0.030913}",-2.239204,0.276849,-2.239204,-99.486546,-99.486546,305.019879,-99.913549,1584,57445.858292,0.010558,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,5,41,"{""entry_interval"": 10, ""exit_interval"": 1, ""lookback"": 30, ""vol_target"": 0.026258}",-2.956298,-0.431107,-2.956298,-95.504269,-95.504269,123.739225,-97.284612,2333,54923.330957,0.010095,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,5,42,"{""entry_interval"": 10, ""exit_interval"": 1, ""lookback"": 25, ""vol_target"": 0.034249}",-3.094008,-0.573928,-3.094008,-98.590556,-98.590556,155.634916,-99.058792,2366,46818.68139,0.008605,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,5,43,"{""entry_interval"": 15, ""exit_interval"": 1, ""lookback"": 30, ""vol_target"": 0.033968}",-2.938782,-0.389839,-2.938782,-99.189305,-99.189305,152.397738,-99.31412,2866,51767.973654,0.009515,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,5,44,"{""entry_interval"": 10, ""exit_interval"": 1, ""lookback"": 28, ""vol_target"": 0.030308}",-2.880831,-0.303801,-2.880831,-97.064665,-97.064665,140.019004,-98.3002,2350,56997.192185,0.010476,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,5,45,"{""entry_interval"": 13, ""exit_interval"": 3, ""lookback"": 28, ""vol_target"": 0.035466}",-2.335932,0.096104,-2.335932,-95.499766,-95.499766,181.223117,-98.270862,1782,66045.588685,0.012139,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,5,46,"{""entry_interval"": 14, ""exit_interval"": 1, ""lookback"": 30, ""vol_target"": 0.027475}",-2.410537,-0.088638,-2.410537,-90.628631,-90.628631,143.232929,-95.88696,1768,61597.015666,0.011321,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,5,47,"{""entry_interval"": 10, ""exit_interval"": 1, ""lookback"": 28, ""vol_target"": 0.027756}",-2.880761,-0.334046,-2.880761,-95.867699,-95.867699,128.233664,-97.543175,2350,57494.500143,0.010567,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,5,48,"{""entry_interval"": 23, ""exit_interval"": 7, ""lookback"": 30, ""vol_target"": 0.031417}",-2.6664,-0.326346,-2.6664,-95.566529,-95.566529,202.075441,-98.462497,1409,46392.219407,0.008527,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,6,49,"{""entry_interval"": 43, ""exit_interval"": 8, ""lookback"": 25, ""vol_target"": 0.026298}",-2.519165,-0.477237,-2.519165,-89.980533,-89.980533,160.101658,-95.424474,1444,45675.950445,0.008395,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,6,50,"{""entry_interval"": 38, ""exit_interval"": 15, ""lookback"": 29, ""vol_target"": 0.041792}",-2.206439,0.261077,-2.206439,-97.593051,-97.593051,216.698565,-99.166551,1785,69528.855661,0.012779,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,6,51,"{""entry_interval"": 33, ""exit_interval"": 11, ""lookback"": 27, ""vol_target"": 0.03164}",-2.486383,-0.297694,-2.486383,-93.982186,-93.982186,193.35107,-97.757741,1414,47600.041239,0.008749,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,6,52,"{""entry_interval"": 44, ""exit_interval"": 13, ""lookback"": 30, ""vol_target"": 0.021372}",-2.666187,-0.640736,-2.666187,-85.858416,-85.858416,137.485512,-93.561761,1409,42737.340591,0.007855,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,6,53,"{""entry_interval"": 37, ""exit_interval"": 16, ""lookback"": 30, ""vol_target"": 0.039755}",-2.666577,-0.07411,-2.666577,-98.479139,-98.479139,255.675036,-99.56234,1409,47550.031672,0.008739,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,6,54,"{""entry_interval"": 43, ""exit_interval"": 9, ""lookback"": 30, ""vol_target"": 0.02426}",-2.567236,-0.412752,-2.567236,-89.40539,-89.40539,142.732915,-95.248535,1596,49251.087849,0.009052,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,6,55,"{""entry_interval"": 47, ""exit_interval"": 13, ""lookback"": 30, ""vol_target"": 0.034412}",-2.666464,-0.233525,-2.666464,-96.947984,-96.947984,221.329839,-99.014026,1409,46901.895495,0.00862,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,6,56,"{""entry_interval"": 37, ""exit_interval"": 11, ""lookback"": 27, ""vol_target"": 0.044681}",-2.486648,-0.038149,-2.486648,-98.714442,-98.714442,272.995154,-99.629382,1414,46462.723134,0.00854,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,7,57,"{""entry_interval"": 21, ""exit_interval"": 11, ""lookback"": 7, ""vol_target"": 0.040536}",-2.23928,0.318839,-2.23928,-99.670801,-99.670801,323.965723,-99.948384,1584,56951.562597,0.010467,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,7,58,"{""entry_interval"": 32, ""exit_interval"": 12, ""lookback"": 10, ""vol_target"": 0.05}",-1.876479,0.497561,-1.876479,-99.372618,-99.372618,329.304377,-99.906149,1526,64660.590841,0.011884,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,7,59,"{""entry_interval"": 22, ""exit_interval"": 19, ""lookback"": 6, ""vol_target"": 0.05}",-1.718209,0.568297,-1.718209,-99.164263,-99.164263,316.725067,-99.852247,1605,74761.293367,0.013741,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,7,60,"{""entry_interval"": 31, ""exit_interval"": 8, ""lookback"": 12, ""vol_target"": 0.05}",-1.653115,0.637906,-1.653115,-99.216865,-99.216865,336.148176,-99.872908,1519,70263.579879,0.012914,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,7,61,"{""entry_interval"": 19, ""exit_interval"": 15, ""lookback"": 11, ""vol_target"": 0.05}",-2.451528,0.34683,-2.451528,-99.687489,-99.687489,269.54914,-99.924143,1947,69691.717948,0.012809,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,7,62,"{""entry_interval"": 10, ""exit_interval"": 14, ""lookback"": 8, ""vol_target"": 0.049857}",-2.932158,-0.071926,-2.932158,-99.96391,-99.96391,301.046687,-99.991192,2038,43014.097823,0.007906,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,7,63,"{""entry_interval"": 18, ""exit_interval"": 7, ""lookback"": 13, ""vol_target"": 0.048827}",-1.698643,0.704482,-1.698643,-99.24248,-99.24248,334.567159,-99.886267,1519,75169.096911,0.013816,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,7,64,"{""entry_interval"": 10, ""exit_interval"": 18, ""lookback"": 6, ""vol_target"": 0.047664}",-2.075754,0.54529,-2.075754,-99.809024,-99.809024,293.255979,-99.95922,2096,79165.342816,0.01455,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,0,1,"{""entry_interval"": 37, ""exit_interval"": 10, ""lookback"": 15, ""vol_target"": 0.011576}",0.711649,2.805512,0.711649,8.419556,8.419556,122.56754,-45.900963,1633,168749.218117,0.031015,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,0,2,"{""entry_interval"": 31, ""exit_interval"": 3, ""lookback"": 5, ""vol_target"": 0.009452}",0.681999,3.058625,0.681999,15.002599,15.002599,61.707421,-23.892381,1947,104584.530126,0.019222,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,0,3,"{""entry_interval"": 38, ""exit_interval"": 9, ""lookback"": 14, ""vol_target"": 0.01309}",0.098307,1.995116,0.098307,-30.696383,-30.696383,136.94768,-56.802482,1603,130167.369255,0.023924,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,0,4,"{""entry_interval"": 34, ""exit_interval"": 1, ""lookback"": 14, ""vol_target"": 0.029131}",0.090163,1.932328,0.090163,-63.143485,-63.143485,212.557122,-77.718952,1763,196782.413485,0.036168,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,0,5,"{""entry_interval"": 23, ""exit_interval"": 1, ""lookback"": 13, ""vol_target"": 0.028424}",0.045908,1.917625,0.045908,-65.344256,-65.344256,211.7808,-80.017731,1795,198854.930554,0.036549,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,0,6,"{""entry_interval"": 29, ""exit_interval"": 7, ""lookback"": 23, ""vol_target"": 0.030548}",-0.127397,1.435591,-0.127397,-74.551416,-74.551416,249.052753,-80.941448,1421,134481.634669,0.024717,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,0,7,"{""entry_interval"": 22, ""exit_interval"": 1, ""lookback"": 14, ""vol_target"": 0.02691}",0.090163,1.932328,0.090163,-63.143485,-63.143485,212.557122,-77.718952,1763,196782.413485,0.036168,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,0,8,"{""entry_interval"": 26, ""exit_interval"": 9, ""lookback"": 14, ""vol_target"": 0.010869}",0.098491,2.073181,0.098491,-21.833213,-21.833213,113.720741,-49.845688,1603,114632.752602,0.021069,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,1,9,"{""entry_interval"": 54, ""exit_interval"": 11, ""lookback"": 7, ""vol_target"": 0.005}",0.505229,2.586907,0.505229,6.005347,6.005347,41.792858,-16.435527,1528,44344.701513,0.00815,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,1,10,"{""entry_interval"": 57, ""exit_interval"": 10, ""lookback"": 5, ""vol_target"": 0.005}",0.784357,3.098572,0.784357,12.247358,12.247358,35.188217,-15.500483,1763,49136.205975,0.009031,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,1,11,"{""entry_interval"": 51, ""exit_interval"": 13, ""lookback"": 5, ""vol_target"": 0.005}",0.461088,2.490728,0.461088,4.986711,4.986711,40.713314,-17.386991,1505,40799.976557,0.007499,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,1,12,"{""entry_interval"": 60, ""exit_interval"": 9, ""lookback"": 7, ""vol_target"": 0.008385}",0.59777,2.757528,0.59777,9.991318,9.991318,64.993181,-22.701261,1704,85320.998605,0.015682,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,1,13,"{""entry_interval"": 38, ""exit_interval"": 11, ""lookback"": 5, ""vol_target"": 0.012534}",0.46067,2.327147,0.46067,-1.393457,-1.393457,102.039954,-40.326507,1505,99711.872247,0.018327,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,1,14,"{""entry_interval"": 35, ""exit_interval"": 12, ""lookback"": 6, ""vol_target"": 0.01035}",0.752277,2.769932,0.752277,14.316943,14.316943,83.554067,-32.709662,1509,96981.071996,0.017825,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,1,15,"{""entry_interval"": 41, ""exit_interval"": 9, ""lookback"": 7, ""vol_target"": 0.007767}",0.597808,2.76998,0.597808,9.999637,9.999637,60.203996,-21.176037,1704,78787.949216,0.014481,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,1,16,"{""entry_interval"": 27, ""exit_interval"": 13, ""lookback"": 5, ""vol_target"": 0.005}",0.461088,2.490728,0.461088,4.986711,4.986711,40.713314,-17.386991,1505,40799.976557,0.007499,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,2,17,"{""entry_interval"": 60, ""exit_interval"": 12, ""lookback"": 7, ""vol_target"": 0.005}",0.505229,2.586907,0.505229,6.005347,6.005347,41.792858,-16.435527,1528,44344.701513,0.00815,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,2,18,"{""entry_interval"": 53, ""exit_interval"": 10, ""lookback"": 9, ""vol_target"": 0.005}",0.693676,2.935229,0.693676,11.249323,11.249323,42.90952,-17.249974,1686,55585.405697,0.010216,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,2,19,"{""entry_interval"": 54, ""exit_interval"": 8, ""lookback"": 12, ""vol_target"": 0.011595}",-0.184577,1.700737,-0.184577,-35.240537,-35.240537,124.16678,-55.761708,1477,101162.65477,0.018593,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,2,20,"{""entry_interval"": 60, ""exit_interval"": 8, ""lookback"": 10, ""vol_target"": 0.009122}",0.120913,2.05266,0.120913,-12.526214,-12.526214,92.087966,-36.612798,1472,84838.045087,0.015593,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,2,21,"{""entry_interval"": 55, ""exit_interval"": 1, ""lookback"": 11, ""vol_target"": 0.013658}",-0.167708,1.96524,-0.167708,-39.459062,-39.459062,120.943824,-55.58392,1841,139096.785854,0.025565,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,2,22,"{""entry_interval"": 60, ""exit_interval"": 3, ""lookback"": 10, ""vol_target"": 0.013859}",0.201176,2.408512,0.201176,-21.092268,-21.092268,118.493923,-51.683847,1828,163255.201741,0.030006,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,2,23,"{""entry_interval"": 60, ""exit_interval"": 6, ""lookback"": 6, ""vol_target"": 0.005}",1.024971,3.427107,1.024971,17.059477,17.059477,34.812395,-12.328733,1739,51709.575549,0.009504,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,2,24,"{""entry_interval"": 53, ""exit_interval"": 6, ""lookback"": 9, ""vol_target"": 0.005789}",0.69362,2.918733,0.69362,12.20195,12.20195,49.679449,-19.789065,1686,64877.34517,0.011924,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,3,25,"{""entry_interval"": 60, ""exit_interval"": 17, ""lookback"": 8, ""vol_target"": 0.0055}",0.327491,2.361587,0.327491,1.974378,1.974378,49.078544,-21.732723,1511,49574.346477,0.009112,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,3,26,"{""entry_interval"": 56, ""exit_interval"": 11, ""lookback"": 5, ""vol_target"": 0.005}",0.461088,2.490728,0.461088,4.986711,4.986711,40.713314,-17.386991,1505,40799.976557,0.007499,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,3,27,"{""entry_interval"": 53, ""exit_interval"": 19, ""lookback"": 5, ""vol_target"": 0.016052}",0.460475,2.241477,0.460475,-9.217866,-9.217866,130.668109,-49.487425,1505,122477.37034,0.022511,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,3,28,"{""entry_interval"": 60, ""exit_interval"": 17, ""lookback"": 5, ""vol_target"": 0.005}",0.461088,2.490728,0.461088,4.986711,4.986711,40.713314,-17.386991,1505,40799.976557,0.007499,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,3,29,"{""entry_interval"": 58, ""exit_interval"": 11, ""lookback"": 5, ""vol_target"": 0.005}",0.461088,2.490728,0.461088,4.986711,4.986711,40.713314,-17.386991,1505,40799.976557,0.007499,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,3,30,"{""entry_interval"": 60, ""exit_interval"": 17, ""lookback"": 11, ""vol_target"": 0.007363}",-0.193152,1.751587,-0.193152,-17.775699,-17.775699,76.609446,-32.083631,1481,66771.260875,0.012272,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,3,31,"{""entry_interval"": 60, ""exit_interval"": 10, ""lookback"": 6, ""vol_target"": 0.005}",1.024971,3.427107,1.024971,17.059477,17.059477,34.812395,-12.328733,1739,51709.575549,0.009504,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,3,32,"{""entry_interval"": 59, ""exit_interval"": 12, ""lookback"": 12, ""vol_target"": 0.007476}",-0.184278,1.807107,-0.184278,-18.664043,-18.664043,80.069227,-40.371892,1477,71692.318015,0.013177,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,4,33,"{""entry_interval"": 57, ""exit_interval"": 3, ""lookback"": 8, ""vol_target"": 0.010689}",0.257774,2.494542,0.257774,-5.970394,-5.970394,81.207974,-33.630652,1873,115043.112934,0.021144,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,4,34,"{""entry_interval"": 50, ""exit_interval"": 1, ""lookback"": 8, ""vol_target"": 0.005}",0.258181,2.641538,0.258181,1.560585,1.560585,37.992928,-17.003754,1873,55245.729501,0.010154,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,4,35,"{""entry_interval"": 60, ""exit_interval"": 9, ""lookback"": 5, ""vol_target"": 0.008565}",0.471679,2.572213,0.471679,5.628316,5.628316,63.401169,-27.656807,1735,78789.658893,0.014481,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,4,36,"{""entry_interval"": 60, ""exit_interval"": 4, ""lookback"": 5, ""vol_target"": 0.006137}",0.461025,2.468118,0.461025,5.072328,5.072328,49.97003,-21.121133,1505,50171.896937,0.009221,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,4,37,"{""entry_interval"": 60, ""exit_interval"": 8, ""lookback"": 5, ""vol_target"": 0.005}",0.461088,2.490728,0.461088,4.986711,4.986711,40.713314,-17.386991,1505,40799.976557,0.007499,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,4,38,"{""entry_interval"": 60, ""exit_interval"": 11, ""lookback"": 5, ""vol_target"": 0.006372}",0.461012,2.463331,0.461012,5.041277,5.041277,51.883179,-21.881605,1505,52100.005813,0.009576,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,4,39,"{""entry_interval"": 59, ""exit_interval"": 2, ""lookback"": 9, ""vol_target"": 0.005}",0.693676,2.935229,0.693676,11.249323,11.249323,42.90952,-17.249974,1686,55585.405697,0.010216,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,4,40,"{""entry_interval"": 55, ""exit_interval"": 7, ""lookback"": 7, ""vol_target"": 0.005}",0.505229,2.586907,0.505229,6.005347,6.005347,41.792858,-16.435527,1528,44344.701513,0.00815,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,5,41,"{""entry_interval"": 57, ""exit_interval"": 11, ""lookback"": 7, ""vol_target"": 0.005}",0.505229,2.586907,0.505229,6.005347,6.005347,41.792858,-16.435527,1528,44344.701513,0.00815,4.0,True
Strategy1 / Asymmetric Intervals,NES,BTCUSDT,crypto,15min,5,42,"{""entry_interval"": 56, ""exit_interval"": 13, ""lookback"": 5, ""vol_target"": 0.008387}",0.4609,2.420918,0.4609,4.100971,4.100971,68.286442,-28.23641,1505,68408.453165,0.012573,4.0,True
